keys,fr
partie.poumon_de_cendre_G,Poumon de cendre gauche
partie.vesicule_ardente,Vésicule ardente
partie.fournaise,Fournaise
partie.coeur,Cœur
partie.corps,Corps
partie.estomac,Estomac
partie.filieres,Filières
partie.foie,Foie
partie.gesier,Gésier
partie.glande_venin,Glande à venin
partie.intestin_moyen,Intestin moyen
partie.intestins,Intestins
partie.jambe_D,Jambe droite
partie.jambe_G,Jambe gauche
partie.main_D,Main droite
partie.main_G,Main gauche
partie.masse,Masse
partie.oeil_D,Œil droit
partie.oeil_G,Œil gauche
partie.patte_1,Patte 1
partie.patte_2,Patte 2
partie.patte_3,Patte 3
partie.patte_4,Patte 4
partie.patte_5,Patte 5
partie.patte_6,Patte 6
partie.patte_7,Patte 7
partie.patte_8,Patte 8
partie.patte_AR_D,Patte arrière droite
partie.patte_AR_G,Patte arrière gauche
partie.patte_AV_D,Patte avant droite
partie.patte_AV_G,Patte avant gauche
partie.patte_D,Patte droite
partie.patte_G,Patte gauche
partie.pied_D,Pied droit
partie.pied_G,Pied gauche
partie.poumon,Poumon
partie.poumon_D,Poumon droit
partie.poumon_G,Poumon gauche
partie.poumons_livres,Poumons-livres
partie.queue,Queue
partie.rein,Rein
partie.rein_D,Rein droit
partie.rein_G,Rein gauche
partie.sacs_aeriens,Sacs aériens
partie.tete,Tête
partie.torse,Torse
journal.partie_perdue,"{nom} perd : {partie}"
journal.partie_vitale,"{partie} de {nom} est détruit — il s'effondre"
journal.flaire,"{nom} flaire une piste et la suit"
journal.depose,"{nom} dépose {def}"
journal.porter_refuse,"{nom} ne se laisse pas porter"
journal.effondrement,"le plafond s'effondre ({x},{y})"
journal.effondrement_blesse,"{nom} est pris sous l'éboulement : {degats} dégâts"
journal.lave_figee,"la lave se fige au contact de l'eau ({x},{y})"
journal.sol_cuit,"la chaleur cuit le sol : {avant} devient {apres} ({x},{y})"
journal.filon_fondu,"le filon coule : {avant} rend son {apres} ({x},{y})"
option.cueillir,Cueillir
journal.cueillette,"{nom} cueille {plante} ×{n}"
tile_content.eau.name,Eau
tile_content.eau_ecoulement.name,Eau (écoulement)
journal.inondation,"l'eau envahit ({x},{y})"
journal.pluie_creux,la pluie remplit les creux
journal.feu_prend,"le feu prend en ({x},{y})"
journal.feu_consume,"({x},{y}) est consumé par les flammes"
journal.arrachage,"la tempête arrache ({x},{y})"
journal.feux_eteints,"la pluie éteint les feux ({n})"
journal.brule,"{nom} brûle ({degats})"
journal.retrait,"l'eau se retire de ({x},{y})"
journal.emporte,"{nom} est emporté par le courant"
journal.evaporation,la canicule assèche les flaques
journal.source_comblee,"la source ({x},{y}) est comblée"
journal.foudre,"la foudre frappe ({x},{y})"
journal.foudre_eau,"la foudre court dans l'eau : {n} touché(s)"
ui.etat_grille_neige," · neige"
ui.etat_grille_gel," · gel"
status.respiration_aquatique_potion.name,Respiration aquatique
item.potion_respiration_aquatique.name,Potion de respiration aquatique
journal.coule,trop chargé pour nager : tu coulerais
journal.noyade,"{nom} manque d'air ({degats})"
journal.asphyxie,"{nom} étouffe : l'air ne suffit plus ({degats})"
journal.feu_dans_eau,pas de Feu sous l'eau
ui.souffle," · souffle {n}/{max}"
status.resistance_feu.name,Résistance au feu
status.resistance_froid.name,Résistance au froid
status.vision_nocturne_potion.name,Vision nocturne
status.antipoison.name,Antipoison
status.lame_empoisonnee.name,Lame empoisonnée
item.potion_resistance_feu.name,Potion de résistance au feu
item.potion_resistance_froid.name,Potion de résistance au froid
item.potion_vision_nocturne.name,Potion de vision nocturne
item.potion_antipoison.name,Antipoison
item.poison_de_lame.name,Poison de lame
journal.lame_empoisonnee,"{nom} : la lame empoisonne {cible}"
status.gel.name,Gel
status.confusion.name,Confusion
status.regeneration.name,Régénération
status.peau_de_pierre.name,Peau de pierre
status.beni.name,Béni
journal.statut_soin,"{nom} : {statut} rend {soin} PV"
journal.liberation,"{nom} se libère : {statut}"
journal.confusion,"{nom}, confus, part au hasard"
journal.brulure_eteinte,l'eau éteint la brûlure
option.segment_prefere,"Poser le segment : {element}"
option.segment_dominant,Segment : le dominant
ui.segment_prefere," · segment {element}"
affixe.passif_poids.nom,"{base} de portage (+{n} de capacité)"
affixe.passif_faim.nom,"{base} de sobriété (faim ×{mult} %)"
journal.immunite_poison,le poison glisse sur toi
item.arme_fantome.name,Lame fantôme
option.arme_fantome,"Invoquer une lame de {element}"
journal.arme_fantome,"{nom} invoque une lame de {element}"
journal.arme_fantome_dissipee,la lame fantôme se dissipe
journal.arme_fantome_mana,pas assez de mana pour invoquer une lame
journal.garde_porte,tu portes quelqu'un : pas de garde
option.abaisser,Abaisser (tranchée)
option.elever,Élever (talus)
journal.terrasse,"{nom} terrasse ({x},{y}) : hauteur {h}"
journal.terrasser_outil,il faut une pioche en main pour élever le sol
journal.regeneration,"le monde se soigne : {n} tuile(s) rendue(s)"
ui.ecran.incarner,Prendre le contrôle
journal.incarne,"tu incarnes {nom} ; {ancien} te suit"
journal.incarner_refuse,il faut une relation de 75 pour qu un être te cède sa place
journal.pas_de_mains,pas de mains : seules la barde et les bijoux s'équipent
journal.pas_de_lecture,cette forme ne lit pas
journal.monde_muet,le monde ne parle pas à une bête
race.lycanthrope.name,Lycanthrope
talent.lune.name,Lune
talent.lune.desc,"Forme bestiale à volonté : stats ×1,5, griffes et crocs, ni arme, ni capacité, ni parole ; forcée une nuit sur trente."
status.morsure_lunaire.name,Morsure lunaire
option.transformer,Se transformer
option.forme_humaine,Reprendre forme humaine
journal.transformation,"{nom} se transforme"
journal.forme_humaine,"{nom} reprend forme humaine"
journal.forme_forcee,la lune impose la bête cette nuit
journal.bete_refus,"sous forme bestiale : ni capacité, ni parole"
journal.lycanthrope,"{nom} s'éveille lycanthrope à l'aube"
race.spectre.name,Spectre
talent.sans_chair.name,Sans chair
talent.sans_chair.desc,"Dégâts physiques ×0,3, traverse un mur ; ni armure, ni soins de bouche ; les civils fuient."
option.traverser_mur,Traverser le mur
journal.spectre,"{nom} se relève… spectre"
journal.armure_refusee,un spectre ne porte pas d'armure
journal.traverse_mur,"{nom} passe à travers le mur"
race.vampire.name,Vampire
talent.soif_de_sang.name,Soif de sang
talent.soif_de_sang.desc,"+3 à toutes les stats la nuit, brûle au jour ; une morsure remplit la jauge ; plus de plats."
status.morsure.name,Morsure
status.sang_de_la_nuit.name,Sang de la nuit
status.soleil.name,Soleil
option.mordre,Mordre
journal.morsure,"{nom} mord {cible} ({degats}) — la jauge se remplit"
journal.vampire,"{nom} s'éveille vampire à l'aube"
journal.plat_refuse,un vampire ne mange plus de plats
classe.le_fossoyeur.name,Le Fossoyeur
classe.l_engrenage.name,L'Engrenage
talent.releveur.name,Releveur
talent.releveur.desc,"Relève les cadavres en invocations de 60 ticks ; chaque relève coûte de la réputation partout."
talent.affut.name,Affût
talent.affut.desc,"Une tourelle portative qui tire avec l'élément de ton arme et mange ton carquois."
option.relever,"Relever : {nom}"
option.affut,Déployer l'affût
journal.releve,"{nom} relève {cible} (réputation −{n})"
journal.releve_fin,"{nom} retourne à la terre"
journal.affut_pose,"{nom} déploie son affût"
journal.affut_tire,"l'affût touche {nom} ({degats})"
journal.affut_replie,l'affût se replie : plus de munitions
classe.le_masque.name,Le Masque
classe.le_sceau.name,Le Sceau
talent.masques.name,Masques
talent.masques.desc,"Deux masques à la fois, changés à 0 tick ; jamais de garde."
talent.graveur.name,Graveur
talent.graveur.desc,"Glyphes permanents déclenchés à distance ; 2× mana, immobile pendant la gravure."
status.masque_du_taureau.name,Masque du Taureau
status.masque_du_renard.name,Masque du Renard
status.masque_du_hibou.name,Masque du Hibou
status.gravure.name,Gravure
option.masque,"Porter / retirer : {nom}"
option.declencher_glyphe,Déclencher le glyphe
journal.masque,"{nom} change de masque : {masque}"
journal.glyphe_distance,"{nom} déclenche un glyphe à distance"
journal.garde_masque,le masque occupe la main : pas de garde
classe.le_passeur.name,Le Passeur
classe.le_sablier.name,Le Sablier
talent.breche.name,Brèche
talent.breche.desc,"Deux portails appairés, repositionnables ; mana max −30 %."
talent.maitre_du_tempo.name,Maître du tempo
talent.maitre_du_tempo.desc,"Voler du tempo à un ennemi : il est retardé, tu avances — contre de la santé."
option.poser_portail,Poser un portail
option.traverser,Traverser le portail
option.tempo,Voler du tempo
journal.portail_pose,"{nom} ouvre une brèche"
journal.traverse,"{nom} traverse la brèche"
journal.tempo_vole,"{nom} vole {n} ticks à {cible} (−{sante} PV)"
journal.tempo_refuse,le temps résiste (anti-stunlock)
classe.l_ecarlate.name,L'Écarlate
classe.le_porteur.name,Le Porteur
talent.jauge_de_sang.name,Jauge de sang
talent.jauge_de_sang.desc,"Les dégâts subis remplissent la jauge (jusqu'à ×1,8) ; tout soin la vide."
talent.saisie.name,Saisie
talent.saisie.desc,"Saisir un être adjacent et le lancer ; ni attaque ni garde tant qu'il est porté."
status.saisi.name,Saisi
ui.sang," · sang {n} %"
option.saisir,Saisir
option.lancer_etre,Lancer l'être saisi ici
journal.saisi,"{nom} saisit {cible}"
journal.lance,"{nom} lance {cible} ({degats})"
journal.debat,"{nom} se débat et se libère"
journal.porte,tu portes quelqu'un : ni attaque ni garde
classe.l_ombre.name,L'Ombre
classe.le_rieur.name,Le Rieur
talent.dissimulation.name,Dissimulation
talent.dissimulation.desc,"Dissimulé après chaque mise à mort (vu seulement adjacent) ; −25 % de face."
talent.deux_queues.name,Deux queues
talent.deux_queues.desc,"Critiques 19-20, échecs 1-2, une relance par combat."
status.dissimule.name,Dissimulé
journal.critique,"{att} : coup critique (×{mult}) !"
journal.rate,"{att} rate son coup"
journal.relance,"{att} relance le dé (Le Rieur)"
journal.dissimule,"{nom} se fond dans l'ombre"
ui.ecran.betail,Traiter en bétail
ui.ecran.resident,Traiter en résident
journal.statut_betail,"{nom} est désormais traité en bétail"
journal.statut_resident,"{nom} est désormais traité en résident"
journal.retrogradation,"{nom} le prend mal (relation −30, humeur −20)"
ui.gestion.betail, · bétail
material.verre_trempe.name,Verre trempé
material.acier_inox.name,Acier inoxydable
material.acier_tungstene.name,Acier au tungstène
material.caoutchouc.name,Caoutchouc
recipe.allier_inox.name,Allier l'acier inoxydable
recipe.allier_acier_tungstene.name,Allier l'acier au tungstène
recipe.vulcaniser_caoutchouc.name,Vulcaniser le caoutchouc
material.brique_refractaire.name,Brique réfractaire
material.beton.name,Béton
recipe.tremper_verre.name,Tremper le verre
recipe.cuire_brique_refractaire.name,Cuire une brique réfractaire
recipe.couler_beton.name,Couler du béton
item.plan_industriel.name,Plan industriel
journal.plan_appris,"{nom} déchiffre le plan : {recette}"
journal.plan_deja,"ce plan ne t'apprend rien de neuf"
journal.recette_niveau,"{recette} passe au niveau {n} : le jet de qualité se resserre"
journal.recette_doublon,"ce plan est connu — encore {k} doublon(s) pour le niveau {n}"
ui.objet.plan,"plan : {recette} (difficulté {difficulte})"
journal.communion,"{nom} : l'élément tourne vers {element} (Communion des cinq)"
module.renaissance.name,Renaissance
ui.menu.capacites,Capacités
ui.ecran.capacites,"CAPACITÉS — {n} · grille de l’arme tenue : {cases} cases — {voie} (Entrée : supprimer)"
ui.capacites.nouvelle,+ Nouvelle capacité
ui.capacites.ligne,"{nom} — {modules}"
ui.ecran.composer,COMPOSER — {sequence} · {grille} : {n}/{max} cases · V : valider
ui.composer.type,[{type}]
ui.composer.module,"{nom} — {desc}"
ui.composer.valider,Valider (V)
ui.composer.vide,(aucun module appris : lis des grimoires et des manuels)
ui.composer.apercu,"Aperçu : {geometrie} · portée {portee} · taille {taille} · {ticks} ticks · {ressource} {monnaie} · dés {des} · effets {effets}{erreurs}"
ui.composer.erreurs," · ERREURS : {liste}"
journal.capacite_creee,"nouvelle capacité : {nom}"
journal.capacite_refusee,capacité refusée : séquence invalide ou plus de place
journal.capacite_supprimee,"capacité retirée : {nom}"
journal.renaissance,"{nom} rappelle {compagnon} par la Renaissance"
journal.renaissance_rien,aucune âme à rappeler
classe.la_meche.name,La Mèche
talent.chaine_d_amorces.name,Chaîne d'amorces
talent.chaine_d_amorces.desc,"Une explosion amorce les bombes dans son rayon — les tiennes aussi."
journal.amorce,"l'explosion amorce une autre bombe"
item.bombe.name,Bombe
recipe.fabriquer_bombe.name,Fabriquer une bombe
journal.bombe_lancee,"{nom} lance une bombe ({retard} ticks)"
journal.bombe_refusee,"lancer : à 6 tuiles au plus, en ligne de vue"
journal.explosion,"BOUM — {tuiles} tuile(s) soufflée(s), {etres} être(s) touché(s)"
journal.explosion_degats,"l'explosion inflige {degats} à {nom}"
ui.hotbar.objet,"{nom} ×{n}"
ui.objet.visee,"VISÉE : {nom} — cliquer une tuile"
ui.ecran.reforger,"Reforger (B) — d'abord l'objet, puis le composant"
journal.reforge,"{nom} reforge {objet} : {composant} — les affixes tiennent"
journal.reforge_refuse,"reforger : il faut Main du métal, la station de l'objet, et un composant du bon slot"
journal.fiole_vive,"{nom} partage la potion avec {n} allié(s)"
ui.sac,"sac : {liste}"
ui.hotbar,"{liste}"
ui.hotbar.lourde,Attaque lourde
ui.hotbar.garde,Garde
ui.hotbar.page,"barre {n}/10 — Ctrl + chiffre pour changer"
journal.hotbar_page,"barre {n}"
ui.hotbar.attendre,Attendre
ui.hotbar.selection,"[{k} {nom}]"
ui.ecran.menu,MENU (Tab / Échap ferme)
ui.menu.inventaire,Inventaire
ui.menu.atelier,Atelier
ui.menu.feuille,Feuille de personnage
ui.menu.carte,Carte du monde
ui.menu.gestion,Territoire
ui.menu.perimetre,Dessiner un périmètre (P)
ui.menu.registre,Registre d'élevage
ui.menu.sauvegarder,Sauvegarder
ui.menu.minimap_zoom,Minimap : zoom
ui.menu.minimap_masquer,Minimap : afficher / masquer
ui.menu.arene,Débogage : arène suivante puis le camp
ui.menu.banc_objets,Débogage : le banc d'objets
ui.menu.recharger,Débogage : recharger les données
ui.menu.fermer,Fermer
ui.ecran.contexte,"OPTIONS — ({x},{y}) (Entrée : choisir · Échap : fermer)"
ui.contexte.aucune,rien à faire ici
option.deplacer,Se déplacer ici
option.parler,Parler
option.attaquer,Attaquer
option.lourde,Attaque lourde
option.prendre,Prendre le contenu
option.dormir,Dormir
option.descendre,Descendre l'escalier
option.remonter,Remonter l'escalier
option.recolter,Récolter la parcelle
option.fertiliser,Fertiliser la parcelle
option.conquerir,Conquérir ce village
option.capturer,Lancer le filet
option.apprivoiser,Apprivoiser
option.creuser,Creuser / récolter
option.demonter,Démonter
option.caisse,Relever la caisse
option.recruter,Recruter
journal.rien_a_interagir,rien avec quoi interagir autour de toi
ui.ecran.reforger,"Reforger (B) — d'abord l'objet, puis le composant"
journal.reforge,"{nom} reforge {objet} : {composant} — les affixes tiennent"
journal.fiole_vive,"{nom} partage la potion avec {n} allié(s)"
talent.ratelier_vivant.name,Râtelier vivant
talent.ratelier_vivant.desc,"Une fois par chaîne, changer d'arme coûte 0 tick."
talent.communion_des_cinq.name,Communion des cinq
talent.communion_des_cinq.desc,"L'élément de son arme tourne seul dans le cycle à chaque coup, contre un peu de mana."
talent.main_du_metal.name,Main du métal
talent.main_du_metal.desc,"Reforger un objet looté sans perdre ses affixes."
talent.meute.name,Meute
talent.meute.desc,"Les coups de ses compagnons posent des segments sur sa jauge de chaîne."
talent.oeil_du_prix.name,Œil du prix
talent.oeil_du_prix.desc,"Voit la bourse réelle des marchands ; +1 place d'escorte."
talent.souffle_rendu.name,Souffle rendu
talent.souffle_rendu.desc,"Ses soins posent un segment de l'élément de la cible ; ses coups d'arme n'en posent aucun."
talent.fiole_vive.name,Fiole vive
talent.fiole_vive.desc,"Ses potions se partagent avec les alliés adjacents, et l'alambic en tire deux."
talent.sans_maitre.name,Sans maître
talent.sans_maitre.desc,"Commence sans talent ; apprend celui d'un PNJ (relation ≥ 75) et peut en changer."
talent.polyvalent.name,Polyvalent
talent.polyvalent.desc,"Porte deux talents de classe : le sien et un appris."
classe.placeholder.name,Aventurier (à définir)
talent.placeholder.name,Talent (à définir)
talent.placeholder.desc,"Une place gardée au chaud. Les vingt-six talents d'avant sont dans la note « Talents et classes — le catalogue mis de côté »."
